Student Number;BES 220 (S2);BSS 310 (S1);CHM 171 (S1);CHM 172 (S2);CIL 111 (S1);CIL 121 (S2);EBN 111 (S1);EBN 122 (S2);EIR 221 (S2);FSK 116 (S1);FSK 176 (S2);JCP 203 (Y);JPO 110 (S1);JPO 112 (S1);JPO 113 (S1);JPO 116 (S1);JPO 120 (S2);JPO 123 (S2);JPO 125 (S2);JPO 126 (S2);MGC 110 (S1);MIA 320 (S2);MJJ 210 (S1);MKM 321 (S2);MOW 217 (S1);MOW 227 (S2);MOW 312 (S1);MOW 323 (S2);MPR 213 (S1);MPY 315 (S1);MSD 210 (S1);MSY 310 (S1);MTV 310 (S1);MTX 221 (S2);MTX 311 (S1);MVR 320 (S2);NMC 113 (S1);NMC 123 (S2);SNV 111 (S1);SNV 121 (S2);SWK 122 (R) (S2);SWK 122 (S2);SWK 210 (S1);SWP 121 (S2);WTW 158 (S1);WTW 161 (S2);WTW 168 (R) (S2);WTW 168 (S2);WTW 238 (R) (S2);WTW 238 (S2);WTW 256 (S1);WTW 258 (R) (S1);WTW 258 (S1);WTW 263 (S2);WWP 121 (S2);Target
11190443;64.0;52.0;75.0;;55.0;72.0;;73.0;;;75.0;69.0;;;;;;;;;20.0;65.0;;;;;;;;;50.0;;;;;;56.0;;51.0;44.0;;39.0;;;75.0;78.0;;79.0;;62.0;75.0;;67.0;66.0;;Graduated_2
11196794;56.0;73.0;;55.0;81.0;71.0;52.0;;;51.0;;80.0;;;;;;;;;52.0;68.0;;;66.0;;;;59.0;;58.0;;;75.0;;;56.0;;62.0;65.0;;36.0;;;61.0;65.0;;66.0;;62.0;52.0;;62.0;73.0;0.0;Graduated_1
11196948;;;;40.0;;57.0;26.0;52.0;;50.0;;;;;;;;;;;61.0;;60.0;;;;;;59.0;;;;;;;;30.0;;50.0;50.0;;;;;35.0;0.0;;;;;;;;;0.0;Graduated (T)
11196964;50.0;50.0;;38.0;78.0;75.0;50.0;;54.0;53.0;;76.0;;;;;;;;;69.0;61.0;56.0;50.0;56.0;56.0;50.0;50.0;73.0;0.0;61.0;54.0;50.0;62.0;63.0;50.0;;42.0;59.0;73.0;;50.0;;;68.0;52.0;;50.0;;61.0;55.0;;59.0;54.0;0.0;Graduated_1
11197014;61.0;71.0;52.0;;;;62.0;;54.0;;61.0;75.0;50.0;59.0;54.0;67.0;53.0;;70.0;66.0;50.0;66.0;;;;;;;71.0;;;;;;;;;;;;;64.0;58.0;;55.0;54.0;;50.0;;64.0;66.0;;58.0;54.0;0.0;Graduated_2
11197341;;;;;;;24.0;;;36.0;;;;;;;;;;;59.0;;;;;;;;;;;;;;;;;;;;;;;;32.0;;;;;;;;;;;Discontinued
11197359;;;33.0;;;;;;;;38.0;;61.0;;;50.0;55.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;40.0;;;;;;;;;;0.0;Graduated (T)
11197677;42.0;61.0;46.0;;50.0;61.0;;61.0;;;69.0;75.0;;;;;;;;;28.0;61.0;;;;;;;37.0;;55.0;;54.0;50.0;;;31.0;37.0;;;59.0;;50.0;;63.0;53.0;;54.0;;50.0;50.0;;50.0;41.0;;Graduated_3
11197685;43.0;;;50.0;;;54.0;;39.0;50.0;;97.0;50.0;62.0;45.0;70.0;50.0;50.0;61.0;73.0;31.0;;;;;;;;;;0.0;;;;;;;0.0;;;50.0;36.0;;;44.0;56.0;;61.0;0.0;34.0;56.0;;50.0;50.0;;Discontinued
11197839;;;50.0;35.0;;;50.0;;;50.0;;78.0;54.0;41.0;64.0;61.0;52.0;30.0;50.0;50.0;60.0;;56.0;;;;;;;;;;;;;;;0.0;;;0.0;32.0;;;52.0;35.0;;50.0;;;;0.0;40.0;;0.0;Discontinued
11197880;;;34.0;;81.0;;;;;;;;;;;;;;;;46.0;;;;;;;;;;;;;;;;43.0;;66.0;;;;;;45.0;;;;;;;;;;;Graduated (T)
11197928;54.0;68.0;28.0;;0.0;64.0;;70.0;50.0;50.0;;93.0;;;;;;;;;24.0;68.0;;;;;;;51.0;;65.0;;50.0;;;;;61.0;;;;50.0;59.0;;50.0;77.0;;53.0;;61.0;52.0;;64.0;66.0;0.0;Graduated_3
11198452;67.0;55.0;66.0;;;72.0;;94.0;;;81.0;80.0;;;;;;;;;68.0;64.0;;;;;;;;;70.0;;;;;;58.0;;62.0;59.0;;53.0;;;78.0;89.0;;75.0;;64.0;69.0;;58.0;61.0;;Graduated_0
11198703;;;;33.0;0.0;67.0;28.0;0.0;;32.0;36.0;75.0;;;;;;;;;64.0;;;;;;;;;;;;;;;;;0.0;53.0;80.0;;37.0;;;55.0;35.0;0.0;31.0;;;;;;;0.0;Discontinued
11198797;;;;42.0;;80.0;47.0;47.0;;68.0;;85.0;;;;;;;;;82.0;;69.0;;;;;;;;;;;;;;;;66.0;64.0;;28.0;;;67.0;50.0;55.0;40.0;;;;;;;0.0;Discontinued
11199050;75.0;80.0;58.0;;;84.0;;78.0;;;73.0;99.0;;;;;;;;;84.0;76.0;;;;;;;;;76.0;;;;;;68.0;;85.0;71.0;;80.0;;;89.0;75.0;;72.0;;85.0;87.0;;77.0;86.0;;Active (BEng)
11199149;37.0;;;57.0;;;;36.0;;50.0;;64.0;;;;67.0;;;;65.0;21.0;;;;;;;;;;;;;;;;52.0;;;;;50.0;37.0;0.0;60.0;50.0;;50.0;54.0;40.0;42.0;51.0;45.0;36.0;;Discontinued
11199203;71.0;;58.0;;62.0;80.0;;71.0;;;63.0;91.0;;;;;;;;;68.0;;;;;;;;64.0;;;;;;;;54.0;;50.0;68.0;;62.0;75.0;0.0;56.0;81.0;;60.0;;68.0;64.0;;62.0;56.0;;Graduated_0
11199522;63.0;50.0;65.0;;;83.0;;86.0;;;86.0;99.0;;;;;;;;;65.0;66.0;;;;;;;;;58.0;;;;;;69.0;;88.0;68.0;;69.0;;;82.0;86.0;;80.0;;65.0;59.0;;61.0;51.0;;Graduated_1
11199662;54.0;51.0;;45.0;74.0;76.0;50.0;;46.0;50.0;;96.0;;;;;;;;;64.0;73.0;72.0;57.0;53.0;54.0;62.0;63.0;55.0;0.0;38.0;50.0;47.0;50.0;59.0;54.0;;34.0;79.0;56.0;;64.0;;;40.0;61.0;;50.0;71.0;40.0;44.0;;57.0;40.0;0.0;Graduated_3
11199866;57.0;54.0;50.0;;;;55.0;;64.0;;57.0;95.0;75.0;64.0;69.0;69.0;66.0;;64.0;67.0;60.0;68.0;;;;;;;82.0;;;;;;;;;;;;;57.0;50.0;;54.0;51.0;71.0;42.0;;52.0;50.0;;65.0;55.0;0.0;Graduated_1
11200236;53.0;50.0;50.0;;;78.0;62.0;44.0;63.0;;52.0;79.0;;;;;;;;;67.0;71.0;69.0;57.0;52.0;61.0;56.0;73.0;76.0;0.0;58.0;57.0;50.0;58.0;61.0;53.0;50.0;;58.0;65.0;;42.0;;0.0;58.0;69.0;55.0;43.0;;52.0;56.0;;60.0;50.0;;Graduated_1
11200597;56.0;69.0;;64.0;;;51.0;;44.0;51.0;;99.0;76.0;63.0;65.0;59.0;77.0;60.0;55.0;81.0;72.0;68.0;;;;;;;41.0;;38.0;;44.0;;;;50.0;48.0;;;;54.0;;;31.0;60.0;79.0;43.0;61.0;42.0;36.0;67.0;40.0;0.0;0.0;Graduated_3
11200708;55.0;65.0;;53.0;;;67.0;;;53.0;;94.0;72.0;63.0;76.0;72.0;79.0;60.0;63.0;75.0;73.0;73.0;;;;;;;57.0;;38.0;;40.0;52.0;;;;51.0;;;;;50.0;;43.0;41.0;69.0;37.0;;50.0;58.0;;81.0;56.0;;Graduated_2
11200716;;;;42.0;;;33.0;41.0;;53.0;;65.0;52.0;;39.0;59.0;51.0;;56.0;47.0;50.0;;;;;;;;;;;;;;;;;;;;;;;;50.0;;;;;;;;;;0.0;Discontinued
11201208;64.0;72.0;;51.0;;;60.0;;50.0;40.0;;78.0;62.0;57.0;63.0;55.0;67.0;71.0;70.0;55.0;65.0;72.0;;;;;;;59.0;;62.0;;50.0;;;;;50.0;;;;59.0;;;24.0;53.0;76.0;43.0;;54.0;56.0;;58.0;53.0;0.0;Graduated_2
11201330;40.0;50.0;;0.0;;68.0;28.0;;;16.0;69.0;72.0;;;;;;;;;58.0;69.0;62.0;53.0;63.0;62.0;55.0;64.0;59.0;0.0;50.0;50.0;50.0;47.0;56.0;52.0;;0.0;43.0;;56.0;0.0;;;43.0;56.0;;50.0;51.0;41.0;47.0;55.0;36.0;51.0;0.0;Graduated_2
11201534;;;38.0;;32.0;0.0;;63.0;;50.0;;;;;;;;;;;36.0;;;;;;;;;;;;;;;;;;;;;39.0;;;52.0;58.0;;57.0;;;;;;;0.0;Discontinued
11201976;;;46.0;;;;33.0;39.0;;;50.0;69.0;58.0;50.0;71.0;65.0;58.0;;50.0;79.0;59.0;;;;;;;;;;;;;;;;;;;;;;;;64.0;55.0;;52.0;;;;;;;0.0;Discontinued
11202077;50.0;;50.0;;;68.0;;38.0;;;51.0;96.0;;;;;;;;;65.0;;;;;;;;;;;;;;;;40.0;;61.0;70.0;0.0;0.0;;0.0;50.0;52.0;50.0;40.0;;;0.0;40.0;27.0;0.0;;Discontinued
11202115;0.0;30.0;;52.0;70.0;78.0;50.0;;28.0;58.0;;79.0;;;;;;;;;53.0;0.0;67.0;38.0;0.0;57.0;54.0;42.0;62.0;;41.0;45.0;40.0;41.0;54.0;0.0;;40.0;66.0;77.0;0.0;;;;54.0;50.0;;50.0;51.0;37.0;50.0;85.0;44.0;0.0;0.0;Active (BEng)
11202263;50.0;50.0;;50.0;;;37.0;41.0;35.0;50.0;;90.0;50.0;54.0;58.0;64.0;58.0;55.0;50.0;67.0;31.0;58.0;;;;;;;41.0;;;;0.0;;;;46.0;0.0;;;43.0;;;;44.0;43.0;55.0;45.0;53.0;28.0;50.0;50.0;0.0;0.0;0.0;Discontinued
11202514;50.0;64.0;28.0;38.0;;76.0;50.0;;50.0;56.0;;83.0;;;;;;;;;63.0;69.0;85.0;46.0;51.0;57.0;67.0;71.0;80.0;0.0;0.0;50.0;58.0;50.0;64.0;50.0;;46.0;50.0;60.0;53.0;26.0;;;57.0;44.0;92.0;38.0;;50.0;50.0;63.0;46.0;50.0;0.0;Graduated_2
11202735;33.0;;33.0;62.0;70.0;70.0;;50.0;;;68.0;75.0;;;;;;;;;58.0;;;;;;;;52.0;;;;;;;;35.0;38.0;76.0;65.0;50.0;;50.0;0.0;55.0;62.0;60.0;46.0;52.0;34.0;41.0;;51.0;55.0;;Active (BEng)
11202760;72.0;84.0;55.0;;;78.0;;61.0;57.0;84.0;;97.0;;;;;;;;;76.0;80.0;;75.0;82.0;86.0;84.0;71.0;87.0;0.0;68.0;85.0;82.0;;83.0;78.0;;68.0;70.0;73.0;;65.0;58.0;;71.0;73.0;;62.0;;68.0;61.0;;75.0;72.0;0.0;Graduated_1
11202956;43.0;50.0;50.0;;;79.0;50.0;0.0;56.0;;51.0;90.0;;;;;;;;;56.0;76.0;67.0;0.0;43.0;62.0;52.0;52.0;90.0;0.0;37.0;56.0;46.0;56.0;61.0;61.0;50.0;;73.0;71.0;50.0;36.0;;;52.0;38.0;67.0;41.0;61.0;31.0;50.0;;50.0;50.0;0.0;Active (BEng)
11202964;;;34.0;;;;;;;;66.0;;43.0;;;61.0;;;;71.0;;;;;;;;;;;;;;;;;;;;;;;;;57.0;60.0;;50.0;;;;;;;0.0;Discontinued
11202972;59.0;65.0;;62.0;78.0;81.0;59.0;;54.0;65.0;;97.0;;;;;;;;;62.0;73.0;86.0;69.0;59.0;66.0;65.0;74.0;60.0;0.0;59.0;62.0;75.0;62.0;78.0;53.0;;57.0;79.0;68.0;;44.0;;;69.0;70.0;;58.0;;55.0;69.0;;62.0;57.0;0.0;Graduated_1
11203031;62.0;65.0;50.0;;;84.0;;58.0;51.0;72.0;;94.0;;;;;;;;;50.0;75.0;;;;;;;78.0;;;;;;;;;;81.0;61.0;;51.0;55.0;;57.0;66.0;;61.0;;58.0;56.0;;55.0;69.0;0.0;Graduated_1
11203316;75.0;84.0;59.0;;;82.0;;68.0;66.0;75.0;;80.0;;;;;;;;;71.0;77.0;;;;;;;83.0;;;;;;;;;;75.0;69.0;;60.0;85.0;;76.0;83.0;;62.0;;73.0;71.0;;67.0;83.0;0.0;Graduated_0
11203448;53.0;55.0;;52.0;76.0;70.0;37.0;;;26.0;50.0;93.0;;;;;;;;;73.0;70.0;;;53.0;;;;50.0;;42.0;;;58.0;;;50.0;0.0;76.0;73.0;;44.0;;;29.0;44.0;57.0;34.0;31.0;0.0;30.0;;51.0;50.0;0.0;Active (BEng)
11203472;63.0;0.0;;60.0;;;63.0;;70.0;64.0;;86.0;57.0;75.0;57.0;78.0;69.0;50.0;59.0;60.0;65.0;67.0;;;51.0;;;;80.0;;53.0;;;50.0;;;;43.0;;;;63.0;;;67.0;57.0;;50.0;;50.0;37.0;;52.0;61.0;;Active (BEng)
11203511;50.0;50.0;33.0;;76.0;72.0;;50.0;58.0;56.0;;75.0;;;;;;;;;50.0;70.0;;;50.0;;;;53.0;;62.0;;;54.0;;;52.0;;77.0;73.0;;50.0;33.0;;59.0;62.0;;52.0;53.0;40.0;32.0;59.0;41.0;59.0;0.0;Active (BEng)
11203685;42.0;70.0;;0.0;70.0;78.0;33.0;;50.0;53.0;;88.0;;;;;;;;;61.0;62.0;76.0;44.0;62.0;57.0;68.0;54.0;0.0;0.0;53.0;54.0;41.0;41.0;;40.0;;0.0;50.0;61.0;50.0;0.0;;;61.0;50.0;;50.0;64.0;37.0;0.0;50.0;0.0;52.0;0.0;Active (BEng)
11203791;54.0;;26.0;53.0;;65.0;;53.0;;50.0;28.0;90.0;;;;;;;;;56.0;;;;;;;;68.0;;;;;;;;39.0;;60.0;68.0;;;51.0;0.0;55.0;67.0;54.0;36.0;;64.0;59.0;;70.0;56.0;;Graduated_1
11203847;73.0;79.0;66.0;;81.0;80.0;;71.0;;;63.0;99.0;;;;;;;;;75.0;74.0;;;;;;;;;67.0;;;;;;51.0;;78.0;79.0;;60.0;;;68.0;78.0;;66.0;;92.0;89.0;;83.0;89.0;;Graduated_0
11203872;50.0;57.0;;51.0;;84.0;66.0;;56.0;55.0;;75.0;;;;;;;;;65.0;66.0;63.0;55.0;54.0;64.0;67.0;73.0;76.0;0.0;63.0;51.0;50.0;64.0;69.0;0.0;;43.0;46.0;;;40.0;;;69.0;58.0;;57.0;;51.0;50.0;;58.0;50.0;0.0;Graduated_1
11204207;;;;51.0;0.0;;;;;28.0;53.0;;58.0;;;50.0;64.0;;;50.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;32.0;;;;;;;;;;Graduated (T)
11204215;50.0;62.0;;54.0;;;61.0;;58.0;55.0;;95.0;72.0;73.0;69.0;78.0;76.0;61.0;72.0;81.0;69.0;65.0;72.0;62.0;71.0;65.0;72.0;61.0;65.0;0.0;50.0;59.0;58.0;63.0;69.0;54.0;;53.0;;;;75.0;;;50.0;57.0;;52.0;67.0;47.0;55.0;59.0;0.0;45.0;0.0;Graduated_1
11204372;;;33.0;;41.0;;;0.0;;;;;;;;;;;;;29.0;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;46.0;;;;;;;;;;;Discontinued
11204622;;;47.0;;;75.0;;45.0;;;48.0;;;;;;;;;;45.0;;;;;;;;;;;;;;;;44.0;;;;;;;;59.0;0.0;;42.0;;;;;;;0.0;Discontinued
11204916;62.0;64.0;65.0;;70.0;77.0;;60.0;64.0;57.0;;100.0;;;;;;;;;53.0;75.0;;;;;;;75.0;;;;;;;;;;66.0;74.0;;61.0;63.0;;72.0;71.0;;67.0;;69.0;76.0;;66.0;68.0;0.0;Graduated_0
11204967;32.0;50.0;27.0;;54.0;70.0;64.0;44.0;44.0;;44.0;86.0;;;;;;;;;33.0;61.0;;;;;;;43.0;;41.0;;50.0;;;;32.0;;51.0;65.0;;50.0;;;50.0;44.0;50.0;0.0;;51.0;45.0;;51.0;58.0;0.0;Graduated_3
11205131;;;;48.0;;77.0;35.0;45.0;;52.0;;98.0;;;;;;;;;62.0;;83.0;;;;;;77.0;;;;;37.0;;;;0.0;55.0;75.0;;38.0;;;33.0;40.0;50.0;40.0;;;;;;0.0;0.0;Graduated (T)
11205352;59.0;66.0;;55.0;;;71.0;;67.0;56.0;;75.0;53.0;67.0;77.0;65.0;63.0;52.0;58.0;73.0;72.0;65.0;57.0;69.0;65.0;67.0;57.0;69.0;78.0;0.0;57.0;74.0;61.0;83.0;71.0;66.0;;55.0;;;;66.0;;;64.0;51.0;;62.0;;69.0;75.0;;68.0;71.0;0.0;Graduated_1
11205492;55.0;60.0;;52.0;;;63.0;;65.0;50.0;;88.0;69.0;69.0;56.0;76.0;69.0;60.0;71.0;87.0;57.0;68.0;;;;;;;;;39.0;;;;;;;50.0;;;;61.0;;;59.0;53.0;;50.0;63.0;40.0;50.0;;50.0;53.0;;Active (BEng)
11205734;52.0;50.0;;54.0;69.0;71.0;55.0;;;61.0;;90.0;;;;;;;;;72.0;70.0;;;60.0;;;;62.0;;60.0;;;70.0;;;;0.0;50.0;59.0;;50.0;;;65.0;60.0;;50.0;;58.0;66.0;;59.0;51.0;0.0;Graduated_0
11206013;35.0;65.0;;50.0;;;59.0;;54.0;50.0;;97.0;58.0;62.0;68.0;50.0;60.0;61.0;64.0;62.0;62.0;71.0;64.0;58.0;42.0;61.0;50.0;65.0;59.0;0.0;38.0;54.0;50.0;57.0;65.0;32.0;;50.0;;;;52.0;;;54.0;54.0;64.0;36.0;50.0;41.0;34.0;;50.0;52.0;0.0;Graduated_3
11206153;60.0;55.0;;60.0;65.0;66.0;65.0;;63.0;76.0;;66.0;;;;;;;;;71.0;68.0;71.0;61.0;71.0;70.0;71.0;55.0;53.0;0.0;69.0;68.0;67.0;62.0;70.0;65.0;;59.0;;;;59.0;;;64.0;69.0;;55.0;;66.0;59.0;;58.0;59.0;0.0;Graduated_0
11206404;74.0;;70.0;;;79.0;;97.0;;;89.0;93.0;;;;;;;;;67.0;;;;;;;;86.0;;;;;;;;61.0;;77.0;66.0;;71.0;86.0;0.0;79.0;85.0;;78.0;;93.0;83.0;;92.0;89.0;;Graduated_0
11206412;80.0;55.0;;56.0;;;78.0;;;59.0;;88.0;61.0;72.0;64.0;75.0;52.0;67.0;70.0;71.0;78.0;71.0;;;;;;;;;50.0;;;;;;;64.0;;;;66.0;;;64.0;63.0;;50.0;;63.0;77.0;;50.0;71.0;;Graduated_1
11206692;53.0;66.0;50.0;;53.0;75.0;;61.0;;;60.0;86.0;;;;;;;;;50.0;63.0;;;;;;;51.0;;51.0;;66.0;72.0;;;50.0;;57.0;59.0;67.0;0.0;57.0;;50.0;70.0;;67.0;;75.0;53.0;;65.0;65.0;;Graduated_1
11206749;55.0;;42.0;79.0;;;50.0;;;;50.0;60.0;51.0;52.0;50.0;50.0;46.0;18.0;59.0;40.0;61.0;;;;;;;;0.0;;;;;;;;0.0;0.0;;;;58.0;48.0;0.0;43.0;62.0;;51.0;;;33.0;;50.0;0.0;;Discontinued
11207290;54.0;55.0;51.0;;;83.0;;61.0;;;55.0;98.0;;;;;;;;;69.0;67.0;;;;;;;;;35.0;;;;;;50.0;;67.0;63.0;64.0;39.0;;;76.0;68.0;;50.0;50.0;0.0;35.0;50.0;36.0;47.0;;Active (BEng)
11207312;73.0;83.0;;71.0;;86.0;66.0;;68.0;76.0;;97.0;;;;;;;;;72.0;79.0;85.0;80.0;79.0;86.0;74.0;74.0;87.0;0.0;75.0;79.0;84.0;82.0;89.0;83.0;;62.0;64.0;82.0;;50.0;;;77.0;83.0;;59.0;;76.0;56.0;;75.0;71.0;0.0;Graduated_0
11207699;39.0;67.0;;50.0;;;;56.0;;28.0;62.0;98.0;74.0;;;51.0;67.0;;;61.0;68.0;72.0;;;;;;;;;52.0;;;;;;50.0;;;;62.0;36.0;;;31.0;50.0;50.0;34.0;;50.0;50.0;;50.0;50.0;;Active (BEng)
11207877;50.0;62.0;62.0;;;;52.0;;0.0;;56.0;72.0;55.0;50.0;55.0;59.0;60.0;;50.0;69.0;52.0;72.0;;;;;;;56.0;;47.0;;;;;;32.0;;;;;57.0;38.0;;61.0;54.0;;57.0;70.0;40.0;47.0;;55.0;42.0;0.0;Graduated_3
11208008;66.0;;;44.0;;;55.0;;;55.0;;88.0;59.0;55.0;59.0;65.0;65.0;56.0;73.0;75.0;50.0;;;;;;;;60.0;;;;;;;;37.0;46.0;;;;50.0;59.0;;50.0;52.0;69.0;41.0;;61.0;62.0;;54.0;50.0;0.0;Graduated_3
11208539;50.0;;50.0;;;;59.0;;;;51.0;94.0;66.0;50.0;54.0;70.0;53.0;58.0;60.0;65.0;66.0;;;;;;;;57.0;;;;;;;;;50.0;;;;53.0;50.0;0.0;55.0;58.0;;54.0;51.0;35.0;75.0;;50.0;61.0;;Graduated_1
11208555;31.0;;19.0;41.0;62.0;70.0;36.0;;;44.0;50.0;76.0;;;;;;;;;71.0;;59.0;;36.0;;;;0.0;;;;;35.0;;;;30.0;;;57.0;;;;54.0;53.0;59.0;41.0;32.0;40.0;50.0;54.0;36.0;0.0;0.0;Discontinued
11209102;53.0;60.0;52.0;;;;34.0;42.0;50.0;;50.0;75.0;72.0;50.0;62.0;71.0;61.0;;46.0;65.0;57.0;75.0;;;;;;;55.0;;;;;;;;;;;;50.0;47.0;50.0;;54.0;50.0;;50.0;73.0;34.0;57.0;66.0;40.0;33.0;0.0;Active (BEng)
11209331;67.0;74.0;75.0;;;78.0;;77.0;;;77.0;96.0;;;;;;;;;64.0;70.0;;;;;;;;;80.0;;;;;;63.0;;78.0;66.0;;70.0;;;81.0;80.0;;66.0;;76.0;71.0;;67.0;81.0;;Graduated_0
11209349;57.0;50.0;;44.0;;;50.0;;;36.0;50.0;97.0;51.0;52.0;72.0;53.0;65.0;44.0;50.0;55.0;60.0;68.0;;;;;;;;;39.0;;;;;;;0.0;;;50.0;40.0;;;32.0;50.0;;50.0;58.0;40.0;0.0;53.0;0.0;50.0;;Graduated_3
11209489;57.0;69.0;;69.0;;;68.0;;64.0;54.0;;91.0;58.0;81.0;55.0;71.0;55.0;57.0;68.0;81.0;52.0;63.0;65.0;59.0;60.0;72.0;46.0;65.0;51.0;0.0;71.0;64.0;62.0;75.0;77.0;68.0;;52.0;;;;80.0;;;75.0;57.0;;71.0;;82.0;75.0;;60.0;70.0;0.0;Graduated_1
11209675;;;26.0;;66.0;75.0;;0.0;;;32.0;;;;;;;;;;64.0;;;;;;;;;;;;;;;;40.0;;50.0;66.0;;0.0;;0.0;50.0;34.0;;0.0;;;;;;;;Discontinued
11210215;54.0;60.0;50.0;;67.0;72.0;;52.0;50.0;50.0;;87.0;;;;;;;;;50.0;68.0;;;;;;;38.0;;;;;50.0;;;;;61.0;64.0;;64.0;40.0;;58.0;37.0;;50.0;;50.0;48.0;50.0;45.0;56.0;0.0;Graduated_3
11210712;56.0;65.0;64.0;;84.0;88.0;;58.0;50.0;64.0;;89.0;;;;;;;;;58.0;73.0;;;;;;;60.0;;;;;;;;;;84.0;67.0;;;76.0;;69.0;72.0;;50.0;;52.0;40.0;;50.0;61.0;0.0;Graduated_2
11210720;;;;0.0;;;;;;32.0;28.0;;50.0;;;50.0;37.0;;;26.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;;0.0;;;;;;;0.0;Discontinued
11210878;50.0;;51.0;;;;55.0;;;;51.0;81.0;57.0;59.0;52.0;64.0;61.0;54.0;50.0;71.0;66.0;;;;;;;;56.0;;;;;;;;;50.0;;;50.0;42.0;50.0;0.0;41.0;50.0;;53.0;;55.0;50.0;;50.0;44.0;;Active (BEng)
11211114;;;38.0;;50.0;75.0;37.0;44.0;;;43.0;82.0;;;;;;;;;35.0;;;;;;;;;;;;;;;;32.0;;;;;36.0;;;50.0;50.0;;50.0;0.0;46.0;41.0;52.0;40.0;;;Discontinued
11211271;50.0;;50.0;;;70.0;;62.0;;;59.0;80.0;;;;;;;;;52.0;;;;;;;;51.0;;;;;;;;50.0;;50.0;66.0;;50.0;50.0;0.0;55.0;54.0;;57.0;;51.0;50.0;;50.0;54.0;;Active (BEng)
11211319;40.0;61.0;;51.0;;;52.0;;50.0;53.0;;92.0;67.0;62.0;73.0;64.0;56.0;61.0;66.0;66.0;68.0;68.0;64.0;50.0;53.0;65.0;69.0;70.0;47.0;0.0;51.0;56.0;50.0;50.0;69.0;60.0;;46.0;;;;50.0;;;60.0;56.0;;50.0;;50.0;50.0;;50.0;57.0;0.0;Graduated_1
11211424;;;;0.0;;;;;;;;;50.0;;;45.0;0.0;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;37.0;;;;;;;;;;;Discontinued
11211602;;;0.0;;72.0;66.0;;;;36.0;0.0;;;;;;;;;;47.0;;;;;;;;;;;;;;;;;;0.0;;;;;;;0.0;;;;;;;;;0.0;Discontinued
11211769;40.0;56.0;18.0;38.0;;;50.0;;56.0;52.0;;98.0;64.0;57.0;50.0;72.0;65.0;54.0;64.0;83.0;56.0;58.0;64.0;50.0;35.0;58.0;50.0;36.0;30.0;0.0;44.0;61.0;50.0;52.0;38.0;51.0;;43.0;;;;50.0;;;46.0;41.0;57.0;30.0;64.0;44.0;43.0;;50.0;50.0;0.0;Active (BEng)
11212340;60.0;76.0;;58.0;;79.0;54.0;;62.0;72.0;;78.0;;;;;;;;;50.0;63.0;74.0;73.0;60.0;74.0;59.0;70.0;65.0;0.0;69.0;85.0;71.0;68.0;87.0;66.0;;50.0;79.0;51.0;;43.0;;;70.0;73.0;;59.0;;78.0;60.0;;67.0;64.0;0.0;Graduated_1
11212366;;57.0;;;;;69.0;;59.0;;60.0;93.0;63.0;72.0;;63.0;71.0;;;62.0;;71.0;;;;;;;;;;;;;;;;;;;;;;;58.0;57.0;;52.0;;68.0;67.0;75.0;31.0;50.0;;Graduated_1
11212455;67.0;64.0;;51.0;;;73.0;;67.0;55.0;;96.0;60.0;75.0;64.0;72.0;67.0;60.0;68.0;79.0;69.0;74.0;75.0;67.0;63.0;74.0;61.0;66.0;54.0;0.0;58.0;79.0;63.0;55.0;79.0;68.0;;41.0;;;;70.0;;;67.0;64.0;;66.0;;63.0;71.0;;56.0;58.0;0.0;Graduated_1
11212617;42.0;60.0;;55.0;70.0;70.0;73.0;;66.0;63.0;;72.0;;;;;;;;;72.0;69.0;72.0;56.0;67.0;57.0;61.0;56.0;36.0;0.0;58.0;67.0;61.0;67.0;69.0;61.0;;50.0;;;;53.0;;;69.0;66.0;;61.0;;62.0;60.0;;62.0;57.0;0.0;Graduated_0
11212765;;50.0;;;;;50.0;;59.0;;0.0;96.0;62.0;62.0;;72.0;69.0;;;73.0;;67.0;;;;;;;;;;;;;;;55.0;;;;;;;;57.0;52.0;;50.0;;50.0;65.0;68.0;33.0;50.0;;Graduated_3
11213176;;;;53.0;;;;;;50.0;;;54.0;;;68.0;51.0;;45.0;50.0;;;;;;;;;;;;;;;;;;;;;;;;;53.0;0.0;58.0;40.0;;;;;;;0.0;Discontinued
11213303;50.0;61.0;;64.0;;;67.0;;;50.0;;96.0;50.0;72.0;61.0;57.0;59.0;63.0;80.0;76.0;52.0;64.0;;;;;;;50.0;;57.0;;50.0;57.0;;;50.0;33.0;;;;58.0;34.0;;51.0;71.0;;61.0;;57.0;52.0;;62.0;52.0;;Graduated_1
11213842;;;;0.0;;71.0;20.0;;;65.0;;86.0;;;;;;;;;59.0;;;;;;;;;;;;;;;;;0.0;61.0;67.0;;;;;33.0;0.0;;37.0;;;;;;;0.0;Discontinued
11213982;55.0;;46.0;;0.0;61.0;;65.0;;;71.0;89.0;;;;;;;;;61.0;;;;;;;;0.0;;;;;;;;50.0;;;;;51.0;55.0;0.0;71.0;71.0;;71.0;;60.0;66.0;;55.0;67.0;;Graduated_1
